token,value_shap,value_lime,cosine_similarity,pearson_correlation,js_divergence
riding,"[-0.0297931534587405, 0.0443047862499952]","[-0.0207556403532172, 0.0223458634475943]",0.9877760334856777,1.0,0.0
right,[0.0850542730186134],[0.0059042203172095],1.0,,0.0
rights,[-0.0925775484647601],[-0.0755116853350469],1.0,,0.0
ring,[0.0292193591885734],[0.0001145158881027],1.0,,0.0
robbed,"[0.5981960748322308, 0.5660970743047073]","[0.2058335234666308, 0.5935603428694409]",0.8873828015044004,-1.0,0.18752695434034153
rock,[0.0668645642872434],[0.0192136622881774],1.0,,0.0
roles,[0.0304300622083246],[-0.0164283532214674],-1.0,,0.0
roll,[-0.0907005576591473],[0.0188894097895259],-1.0,,0.0
romanian,[0.1191630166722461],[0.0562076492515993],1.0,,0.0
romantic,[0.2246410431107506],[0.1509360486766686],1.0,,0.0
room,"[-0.0209962665103375, -0.0380049701198004, -0.0455401769140735, -0.046494415437337, 0.0151794436387717]","[-0.05339011794782, -0.0201824276871954, 0.0111716290419459, -0.0217592822880251, 0.0381585683891094]",0.5113468762976844,0.4770388619085039,0.49007285182277355
roommate,"[0.0322760907001793, 0.0611473017634125, -0.1350889120949432]","[0.0273277529450624, 0.0273277529450624, -0.1285729822578409]",0.9778035513961784,0.9906747076750346,0.028099251401658823
roses,[-0.0815266115969279],[-0.0501542503284775],1.0,,0.0
round,[-0.0064449805067852],[-0.008263772833536],1.0,,0.0
rowdy,"[0.5484033487737179, 0.4168820076156407]","[0.4040126332552254, 0.3175761985482258]",0.9998687965148663,1.0,0.0058695832825122075
rubber,[-0.0653213018740643],[-0.053178191299749],1.0,,0.0
rude,"[0.2406807444058358, 0.4778442479437217, 0.4963964003836736, 0.1765629067085683]","[0.1946621992441187, 0.192083890278095, 0.2468048407396517, 0.046904135669471]",0.9662366944202653,0.7783957446059132,0.11358097184365265
rudely,[0.0458644516766071],[0.3231311667997177],1.0,,0.0
rugs,[-0.0314752470221719],[-0.0116223570777193],1.0,,0.0
ruined,[0.0653310939669609],[-0.0176552456767654],-1.0,,0.0
rulers,[0.0358919448335655],[-0.0413143030317332],-1.0,,0.0
rules,"[0.1277908968040719, -0.0053390880930237, -0.0163156087510287]","[0.2121869338921524, 0.0240928250068039, -0.0704021967967012]",0.9704377315450685,0.9647825342642772,0.17745067419737262
run,"[0.0737794784363359, 0.0283944680995773, 0.0864911225507967, 0.1137469205423258, 0.167237133719027]","[0.1713702141241356, -0.0045084034695419, 0.0524245312611138, 0.0462867872461144, 0.3050466122394665]",0.8791615355357649,0.7711938425338618,0.2573895758937976
runner,[0.0238814139738678],[0.0040848171272765],1.0,,0.0
runners,"[0.127330636314582, -0.0496422722935676, 0.1696100882254541]","[0.048007365747306, -0.1645967826793418, 0.0458183890127287]",0.5705367676818648,0.9816779918313133,0.03961718172107682
running,"[0.1803621001308784, 0.0960253559751436]","[0.0964345256161648, 0.0248752945972466]",0.9720969590907962,1.0,0.11306312145447446
runs,[0.069274298439268],[0.013546812062932],1.0,,0.0
russia,[0.0793701932998374],[0.0235316500162279],1.0,,0.0
ruthless,[0.4150213485118001],[0.2402568966346908],1.0,,0.0
s,"[-0.0219500346574932, -0.0327714305603876, 0.0195112653309479, -0.0578871632460504, 0.0161322772037237, 0.0808780409861356, -0.0250972916837781, 0.0396561400266364, 0.0016733802622184, -0.0133529870072379, -0.0031211181776598, 0.0206080876523628, 0.0068111719447188, 0.0195124929887242, -0.0566862498817499, 0.017981644719839, -0.0279008542420342, -0.0194065365940332, 0.0042048033792525, -0.0116254171589389, -0.0311728697270154, -0.0393489686539396, 0.011742619681172, -0.0225158905377611, 0.033221951831365, 0.0579753508791327, -0.0174240275810007, -0.0015940328856231, -0.0156052767124492, -0.0139226716710254, -0.0219301300239749, 0.0038590235635638, 0.0229025804437696, 0.03452198341256, -0.0372850548010319, -0.0103437189245596, -0.0122481527505442, 0.0295647354796528, 0.0311038503132294, -0.0142666429746896, 0.0236547978129237, 0.1576595086371526, 0.0341617268859408, -0.052294538822025, -0.0436440012417733]","[-0.0274998432951214, -0.0084569968770507, 0.032314671337531, -0.0186606179868556, 0.0498877810253046, -0.0450036210242305, -5.693767836774881e-05, 0.025106969626768, 0.0058565565177017, -0.0406303472116843, 0.0447770050251685, 0.0353175550158292, 0.0093971503415137, 0.0093971503415137, 0.0152884555332125, -0.0234547263217211, 0.0308335108249834, -0.0476069328560573, 0.0002716911008817, -0.0124700840954514, 0.0348010182919839, 0.0237335547187485, -0.0372571229485347, 0.0393446326481552, 0.0034870597648662, 0.0022441286927985, -0.0147772030407521, 0.0094434411837849, -0.0144474483681754, -0.0323124392929148, 0.048495412963886, 0.0547537133842366, -0.0065017920040271, -0.0034686910582958, 0.0704810755261479, -0.0166672381391805, 0.0137924231790405, 0.0137924231790405, 0.0384519486470529, 0.0191971754952938, -0.072985655834282, 0.0172232651568093, 0.0389857581930723, 0.0517630639225621, 0.0275020835112332]",-0.09272372503564015,-0.1046466739034918,0.2905440425231638
sack,[-0.0350014236173592],[-0.0268491258928204],1.0,,0.0
sacred,"[0.0581063907593488, 0.2211076075327582]","[-0.0045975956674436, 0.0642375783481318]",0.9465479994653055,1.0,0.2796074717794104
sad,"[-0.1533640010748058, -0.039426830742741, -0.0127170709893107]","[-0.1638481764680915, -0.0409644371105625, 0.0619569416457403]",0.9082186909822513,0.9574264225380801,0.0687149010466371
safety,[-0.0263704940662137],[-0.042099519673568],1.0,,0.0
said,"[0.0206888446118682, 0.0476244050078094, 0.0241233767010271, 0.0069075217470526, 0.0477940066994051, 0.0338954406615812, 0.0602859696373343, 0.0156964892812538, 0.1026895481627434, -0.0043604259844869]","[-0.0014057713609869, -0.0014057713609869, 0.0073837746936174, 0.0093755152925948, -0.0062909343448338, 0.0419570991393098, 0.012721022670259, 0.0733681186687457, -0.0062826071842408, 0.0067421783273319]",0.19821866726095871,-0.33205195916091185,0.5377857369493284
salad,[-0.0343653022428043],[-0.2583409553506292],1.0,,0.0
salon,"[0.0488730620127171, -0.0479595716460607]","[0.0271149708644338, -0.0967864195944029]",0.866982525188742,1.0,0.0
same,"[-0.0719980601861607, 0.0181870575761422]","[0.0250822924977321, -0.0116915848983977]",-0.9822382604331215,-1.0,0.8325546111576977
sand,"[0.022462861292297, -0.0052613234147429]","[0.0264008766082945, -0.0597106506909484]",0.6023004519997782,1.0,0.0
sandals,[-0.0799130087107187],[-0.0133783228028384],1.0,,0.0
sandwich,[-0.1206582019804045],[-0.0101926387749325],1.0,,0.0
sandwiches,[-0.142744008131558],[-0.1015425179975105],1.0,,0.0
sang,[0.1064089338760823],[0.0530062106842083],1.0,,0.0
sat,"[0.0189531567739322, -0.0221553116571158]","[-0.0136596249926706, -0.0307452466012514]",0.43049940097793027,1.0,0.0
satin,[0.1066495171835413],[0.117092561702243],1.0,,0.0
savages,[0.3693052465096116],[0.3506019869396942],1.0,,0.0
saw,"[-0.0522597819799557, -0.0146623746259137, -0.0374536419985815]","[0.0701653973739568, 0.0192846941053203, -0.0417285696208821]",-0.4314565931748608,-0.34228984966303094,0.5948772078802597
say,"[0.0487220649520168, -0.035280933836475, 0.0415067025460302]","[-0.0179489092961848, -0.0315692446334844, 0.1511825960151722]",0.573274697019229,0.4907692834779142,0.3678165701878491
says,"[-0.0091517746914178, 0.1684310897253453]","[-0.0096063236427803, 0.0090075596320679]",0.7225775469806781,1.0,0.0
scamming,[0.449692141264677],[0.1790287352875373],1.0,,0.0
scandals,[0.0943403677083551],[0.2123119493067423],1.0,,0.0
scared,"[0.1534804812981747, 0.0716820279485546]","[0.0689431973629306, 0.1049239193328077]",0.851201983115196,-1.0,0.2036834464927165
scarfs,[-0.0093189185718074],[0.0433753569651346],-1.0,,0.0
scenes,[-0.005968240686343],[-0.0639243018541072],1.0,,0.0
schemes,[-0.0208383947610855],[0.0552638328327517],-1.0,,0.0
scholar,[-0.0704489155323244],[0.0061903098352087],-1.0,,0.0
scholarly,[0.0963542486424557],[0.1323517462104465],1.0,,0.0
scholarship,"[-0.0230418078728169, -0.0094911180931376]","[-0.0018055141607606, 0.0456760848879257]",-0.3440454258937634,1.0,0.0
school,"[-0.0363332295091822, -0.0228108177834656, 0.034164285287261, -0.0208848616457544, -0.0170631918590515, -0.0595673517673276, -0.0160157797799911, -0.0185907872219104, -0.030292761111923, 0.0128932655788958]","[-0.0208519050644705, -0.0472513412725654, 0.077461555751029, 0.0011814616393713, -0.0143554801263886, -0.0071849541256572, -0.0516976074531426, -0.0014923699588229, -0.0195008512440121, 0.0004459899765147]",0.6349419431271633,0.6272572677695568,0.3100809706081591
schoolboy,"[0.0105800717647071, 0.1312830238603055, 0.1080829664133489, 0.0568560059764422]","[0.0093639466738878, -0.0458044565722438, 0.0658644101166635, 0.0025741922918106]",0.09306961982719669,-0.14908278360324137,0.45289722528771187
schoolbus,[-0.0383210110012441],[-0.00913002427511],1.0,,0.0
schoolgirl,[0.0607381619047373],[0.2412150765198543],1.0,,0.0
science,[-0.0524849993817042],[-0.030283247539706],1.0,,0.0
scientific,[-0.0708526910966611],[-0.0711424788376971],1.0,,0.0
scientist,[0.0078596016974188],[-0.0726002822273072],-1.0,,0.0
scientists,[-0.1451675063726725],[-0.1753784563810093],1.0,,0.0
scorching,[-0.0161294900026405],[-0.0033334012038129],1.0,,0.0
score,[0.0675513232126832],[0.0210488546919688],1.0,,0.0
scored,[-0.0233497380977496],[0.0030318479800393],-1.0,,0.0
scottish,[-0.0129257425724063],[-0.0377963843392017],1.0,,0.0
script,[-0.1331289091031067],[0.0096379330981153],-1.0,,0.0
scripture,[0.0604955442540813],[0.0142030097217234],1.0,,0.0
scruples,[0.0322183975949883],[0.0222723439880095],1.0,,0.0
sea,[0.0485750779625959],[0.031267056013964],1.0,,0.0
season,"[-0.0156627139658667, -0.0189288091933121]","[0.045258759305909, -0.0093342676913459]",-0.4687435651339185,1.0,0.0
second,[-0.0787924583637504],[-0.0073506428021869],1.0,,0.0
secretary,[-0.0747715276083909],[-0.0415175156896582],1.0,,0.0
secular,[-0.0009501223685219],[0.010614112794543],-1.0,,0.0
security,[0.0058902730088448],[-0.0006342665223374],-1.0,,0.0
sedan,[-0.1574184580240398],[0.0113381052919615],-1.0,,0.0
see,"[0.003748755712877, -0.0399916511087212, -0.0523144122562371, 0.0083574424497783, 0.0073751041200011, -0.0133784139179624, -0.036911453702487]","[0.0383194556263021, 0.0327818674450959, 0.0614870404334851, -0.0533961986651756, -0.0533961986651756, 0.0039587858543351, 0.0115860595224004]",-0.6665495362838627,-0.7343554363208209,0.5511179991512771
seemed,"[-0.1600228971801698, 0.0611814195290207]","[-0.0275844824607437, 0.1503706803785133]",0.5197914304931188,1.0,0.0
seems,"[-0.0821622856892645, -0.0420561828104837, -0.0086007484351284]","[0.0875561917599686, -0.0349519728376548, -0.0114808535363145]",-0.6389387762617984,-0.7943087169455597,0.701111553529913
seen,"[-0.0715774212731048, 0.0295641952398, -0.0272572675603441, -0.011008957400918, 0.0699426045175641, -0.0180287204566411, -0.0252512025181204, -0.0458520285028498, -0.0209840945899486, 0.0866872426122427]","[0.0171245810532842, -0.018791425981865, -0.0567859954746395, 0.0050043042922655, -0.0093003646979183, 0.0134857768764053, 0.0145629918013409, -0.0045974250379642, -4.6221363374479205e-06, 0.0553020775210594]",0.2651416992856248,0.27042892173880845,0.3203659198850247
self,"[0.0059114100877195, 0.0657076091738417]","[0.0284314572937263, 0.0491396910755747]",0.9069542957829552,1.0,0.24815104487871723
selfcontradicting,[0.5875488752499223],[-0.0169895083713274],-1.0,,0.0
selfish,"[0.4129302627407014, 0.1153871216811239]","[0.3071519328256215, 0.0103259058278862]",0.9716038245332704,1.0,0.2086310723120287
selling,"[0.2363569043809548, 0.0473866818356327]","[0.0206576194175451, 0.0259166484024811]",0.764858700479714,-1.0,0.29236287842831177
senator,[-0.0502843997091986],[-0.0241272584052095],1.0,,0.0
sensitive,[0.096582131460309],[-0.0455053852984757],-1.0,,0.0
sent,[0.0336349900753703],[0.0239519045513099],1.0,,0.0
sentence,"[-0.0349621959612704, 0.0241014681414526]","[-0.0002604304998533, -0.0135086587633142]",-0.5515918739472161,-1.0,0.8325546111576977
serious,"[0.3764776816824451, 0.0461251242086291, 0.0220383848063647, 0.2248189421370625, 0.2072145463898778, 0.2150699019839521]","[0.2428797456455462, 0.0230868686547679, 0.0452941413329589, 0.1147203609675654, 0.0157355707501449, 0.1597201425257777]",0.9286283904930839,0.8099286457257386,0.21761046432127742
seriously,[0.2030413011088967],[0.0057632942450272],1.0,,0.0
servant,"[0.0709982098778709, 0.1386270392686128]","[0.0871295782802002, 0.0871295782802002]",0.9516982954807507,,0.11586437090273607
served,[0.0020623783348128],[0.0018015596399166],1.0,,0.0
services,[-0.0337525744010539],[-0.0121551986847138],1.0,,0.0
serving,[-0.0072713495464995],[0.0128055108286418],-1.0,,0.0
sesame,[-0.0091952148359268],[-0.0148307672560638],1.0,,0.0
set,"[0.0319044547504745, -0.0503498574253171, -0.0177289441926404]","[-0.0252129515623902, 0.0058001781317463, 0.0058001781317463]",-0.7273494986535336,-0.9192011063979522,0.6606976214940109
several,[-0.0334144339140038],[-0.0308520051183498],1.0,,0.0
sex,"[0.2627288647927344, 0.2508244601776823, 0.1371545563451945, 0.2144356718054041]","[0.1271379481911865, 0.1509044260353802, 0.1313192126323723, 0.193699531457296]",0.9633838296941899,0.07095677367579051,0.09824367969858902
sexist,[0.8024902475299314],[0.7411782212195507],1.0,,0.0
sexual,"[0.1461350247263908, 0.1698141082015354, 0.1243761188234202]","[0.0536000313306846, 0.0658270601040718, 0.0714200327665372]",0.981253584125123,-0.2835456036811311,0.06962609239191064
sexually,[0.2294400343089364],[0.1951864741653002],1.0,,0.0
sexy,"[0.6970755918882787, 0.181737193808658]","[0.5151951690688403, 0.0954530069574476]",0.9974207294144104,1.0,0.04636535734967692
shady,[0.3329695572610944],[0.3096703014271715],1.0,,0.0
shake,[-0.056277671828866],[-0.001661925490855],1.0,,0.0
shaking,[0.0129087302484549],[0.0021666831849183],1.0,,0.0
shampoo,[0.0236102282069623],[0.0376596624213256],1.0,,0.0
share,[-0.0321816841751569],[-0.0451204460440546],1.0,,0.0
sharia,"[0.1168850981048308, 0.3816020032390952, 0.0608739187009632]","[0.0273371982634414, 0.2182941700226068, -0.0247591167185975]",0.9508982322477947,0.9991690937394992,0.20425396892384148
shaven,[-0.0729072499962057],[-0.1704770506309179],1.0,,0.0
she,"[0.1047227780800312, 0.0226245373487472, 0.0913390448549762, 0.0441238761413842, 0.0634821748899412, 0.0516820386983454, 0.0159628622932359, 0.02438772192545, 0.0967267920495942, 0.0083062289413646, 0.0675261486321687, 0.0560520969695062, 0.0351821070071309, 0.0882823779247701, 0.0596138314285781, 0.1874086186289787, 0.0439800270833075, 0.0481490968377329, 0.032831551041454, 0.0179216754622757]","[0.0387546787885142, -0.0040614136245835, 0.0429077783258535, 0.0219257976843375, 0.0349397340893331, 0.0010268795148634, 0.0394901759034534, 0.1400583103351324, 0.1400583103351324, -0.0025582337653888, 0.0526835040211091, 0.0404366975392712, 0.0404366975392712, 0.0119238832489943, 0.0520038051827941, 0.135098418906253, -0.039478908134661, -0.0102427672421014, 0.0026060597778539, 0.0367354657734346]",0.7339163572793567,0.4909464103374028,0.24633930687507719
sheep,"[-0.0810295114060863, -0.1306052536237985]","[-0.0058553304454472, -0.0701868231218507]",0.8906318406043204,1.0,0.0
shelf,[-0.1347697376913856],[-0.0716995074635133],1.0,,0.0
shelter,[0.0183804910629987],[-0.0992151567602727],-1.0,,0.0
sheriff,"[0.1166881730314344, 0.1623933250084519]","[0.0211547170930488, -6.26719599257995e-05]",0.5811220181193757,-1.0,0.5129866089091397
sherry,[-0.1370491188572487],[-0.1137224978106756],1.0,,0.0
ship,[0.0107523123151622],[-0.0010324873392813],-1.0,,0.0
shirt,"[-0.0731056463118875, 0.0660287328064441]","[0.0030291725386321, 0.1721216247679801]",0.6571118773935619,1.0,0.07766328135301856
shocked,[0.0210126626188866],[0.0249431625173052],1.0,,0.0
shoes,[-0.1309924618981313],[-0.0910347194105634],1.0,,0.0
shop,[-0.1056110371137037],[0.0595640990871507],-1.0,,0.0
short,"[0.293960569659248, 0.0911059683421626, 0.225935248658061]","[0.1342452062811752, 0.0666470922410451, 0.2392433802788647]",0.9239687392944993,0.5538896791141655,0.13516217011585302
should,"[-0.0117487191455438, 0.0205116318538784, 0.0080270362959709, 0.0213558333925902, 0.0478870282531715, -0.0016403000190621, -0.0333995082764886]","[-0.0102951509527867, -0.0515192821265023, 0.0019979303348089, -0.0178149334496963, 0.0489902152664804, -0.0097507055469445, -0.0026877313547768]",0.22996387139008648,0.30925568428003036,0.3599554350300899
shoulder,[-0.0636547291069291],[0.0579073669613604],-1.0,,0.0
showed,[-0.0885565150529146],[0.0018843857386935],-1.0,,0.0
shower,[-0.2279751026653684],[-0.0646753936530197],1.0,,0.0
showing,"[-0.0219759331084787, -0.0047773486730875]","[0.0246227114640914, 0.024595112173706]",-0.8414809178127077,-1.0,0.46466718677814417
shown,[4.12027002312243e-05],[0.0123152686137088],1.0,,0.0
shows,"[0.121899664925877, -0.0801331314723938, -0.0625927150249481, -0.011359018884832]","[0.180446655397388, 0.0740474179284245, 0.0051845219455555, -0.0045946516941722]",0.5083683388845545,0.7628187067140045,0.4290443568921072
shy,"[0.1029087709030136, 0.2334483194281347]","[0.0572833058301933, 0.0894772970211091]",0.988125405014615,1.0,0.06267239527008707
sick,"[0.0961099937558174, 0.1238319193944335]","[0.0291455395594195, 0.0711546114773625]",0.9634353348707004,1.0,0.1078649101436618
significant,"[-0.034335337462835, -0.155282327439636]","[0.0162868011130233, -0.1262925045677901]",0.9407818174330991,1.0,0.0
silent,[-0.1325468886643648],[-0.0624271787520067],1.0,,0.0
silly,[-0.0861714910715818],[-0.0570368116621988],1.0,,0.0
sin,"[0.0981879431928973, 0.266434483230114]","[0.1055206239254658, 0.2596449655385339]",0.9994577928934895,1.0,0.015512493988290719
since,[-0.139620883797761],[0.0761069573930577],-1.0,,0.0
sinful,"[0.3569194134324789, 0.2333310464164242]","[0.3301415445048847, 0.1152980257356041]",0.9706202333906341,1.0,0.10312765428656245
sing,[-0.0728996938560158],[-0.1428508130103956],1.0,,0.0
singapore,[0.019459653267404],[-0.0074443520406739],-1.0,,0.0
singer,"[0.042079311562702, 0.047657101880759, 0.107449637260288, 0.1156853579450398]","[0.0574283755300671, 0.1342140358618569, 0.0413821129448402, 0.0631350901909446]",0.7351051642699511,-0.5441675029457013,0.27310942329382143
singers,[0.1437661694362759],[0.128272201438734],1.0,,0.0
singing,[0.1870107967406511],[-0.1473306993139616],-1.0,,0.0
single,[-0.1145021518168505],[-0.0771736173711716],1.0,,0.0
sinister,[0.3124559391289949],[0.2241797226150831],1.0,,0.0
sip,[0.0198496924640494],[0.0169064305024421],1.0,,0.0
sir,"[0.0910730888135731, 0.2411204450763762, 0.1852806857787072]","[0.0593989564204078, 0.0505012183073142, 0.0124765067613006]",0.7939101988283654,-0.3202970908773651,0.2760464793469084
sister,"[0.0197981965611688, -0.0158234126283787, -0.0647706646122969, 0.0104348788736388, -0.0842000587144866]","[0.0694875000408469, 0.006390422701418, -0.0284174042118056, -0.0074975947461368, -0.0146981414828086]",0.5051516699670235,0.70788296699319,0.29928734986911293
site,[-0.047615598210541],[-0.0801060573567295],1.0,,0.0
sitting,[0.010844004471437],[-0.0366614901004376],-1.0,,0.0
situations,[0.0437525934539735],[0.0459901681414558],1.0,,0.0
skeptical,[0.0105211292393505],[-0.0260939261510778],-1.0,,0.0
skill,[-0.0581144280731678],[0.0041218468576638],-1.0,,0.0
skilled,"[0.6217040766496211, 0.3588429395458661]","[0.5252522380041418, 0.1330745692514032]",0.9623306639326052,1.0,0.12913336139665507
skills,"[-0.0152630223310552, 0.0208616235759109]","[0.0061482340771021, 0.0779827988205995]",0.7581536104492449,1.0,0.16130839996778207
skin,[-0.064696790985181],[-0.0628978662566007],1.0,,0.0
skinned,[0.3876552281435579],[0.2742145070060963],1.0,,0.0
skinny,[0.2231174526968971],[0.1883546130305527],1.0,,0.0
slaves,"[0.6020933133549988, 0.7834629146382213]","[0.4071982679364492, 0.6954347050914256]",0.992131981795612,1.0,0.047075590993530196
sleep,"[-0.1016755537712015, 0.013469262747094, -0.0215279599651694]","[0.0019343591736178, 0.089800860113447, 0.0013742486470101]",0.10444628416607879,0.7305028576059516,0.38121933683092796
slender,[-0.0110790194012224],[-0.0769551716735014],1.0,,0.0
slept,"[0.0518601060612127, -0.0459969799267128]","[0.072994283873057, -0.1262015930257799]",0.9489644265608687,1.0,0.0
slovenly,[0.150459068827331],[0.067320995150826],1.0,,0.0
slow,"[-0.0046327617019414, -0.1357840495184064]","[0.1902075282764765, 0.0031486171827562]",-0.05063578422477447,1.0,0.07534608980402119
slurs,[0.1165988277643919],[0.2079441243147087],1.0,,0.0
small,"[-0.059580315137282, 0.037739552441053]","[-0.0219442329089388, 0.027106002893344]",0.9474547793213673,1.0,0.0
smart,"[0.1982331032631918, 0.0329636735841631, 0.418865951069165, 0.5753423096612096, 0.2004916752775898]","[0.1726573424095314, -0.0796059779791082, 0.2041384076455872, 0.6130048972498686, 0.1777985256171235]",0.9470490754798017,0.9218345300404827,0.12746670455596634
smell,"[0.0635255719535052, -0.0241051984485238]","[0.0681733301504697, -0.1175028901642542]",0.7760597718724194,1.0,0.0
smells,[0.1253347560996189],[0.0913631247345746],1.0,,0.0
smelly,"[0.2935785069130361, 0.3147323802113533]","[0.130765391507463, 0.204348089162421]",0.9835948718042027,1.0,0.06592272055768571
smile,[-0.0032077238429337],[0.0820296559939606],-1.0,,0.0
smiled,[-0.1189110833714948],[-0.0102584410994033],1.0,,0.0
smoked,[0.1966401564422994],[0.0537799484934828],1.0,,0.0
smoking,[0.2666916608577594],[0.1163046365666355],1.0,,0.0
smuggling,[0.0100774586899206],[0.2496068114745541],1.0,,0.0
snake,[-0.0619370304048061],[-0.0955456507830293],1.0,,0.0
sneaky,[0.2812379868119024],[0.283107914441059],1.0,,0.0
sneezing,[-0.2002775993023533],[-0.1626828413136747],1.0,,0.0
snobbish,[0.4219618655042723],[0.2089668429854567],1.0,,0.0
snobby,[0.5817209775559604],[0.5266111952475413],1.0,,0.0
snooty,[0.6725056701106951],[0.611379719685806],1.0,,0.0
so,"[-0.0144157434697262, -0.0261330837383866, 0.0231511286110617, 0.0024938305141404, -0.088233144255355, 0.0064425084274262, -0.0437692527193576, -0.0353866885765455, 0.0233171036234125, -0.0469269457971677, -0.0427722590684425, -0.0897150398232042, 0.013122055970598, 0.0136497692437842, -0.014271033112891, -0.0072709878440946, -0.1340583231067285, -0.0436850347323343, 0.0246369979868177, -0.049819991516415, -0.0060880159144289, -0.0242352416971698, -0.0321823647245764, -0.0343197132460773, 0.1114390690345317, -0.0123904891079291, -0.138799661071971, -0.0727227699244394, 0.0089179138303734, -0.0177210187539458, -0.0164745734073221, -0.0019631390241556]","[-0.0206078933572755, -0.1095329574617886, 0.014605147536936, 0.0194932404924463, -0.0701652164592492, 0.0286968836307424, -0.0293571882543281, -0.0538146114542519, 0.0266760974444026, 0.0051118216932444, -0.0908710352399688, -0.0934258813979849, 0.0210101626353058, -0.0275045245946938, 0.04848624492962, 0.0035884030000184, -0.1399936792038035, -0.0343417183135734, 0.0320162998374137, 0.0320162998374137, 0.0538335433463425, 0.0333229764816337, -0.0595331872513363, 0.0552406484197483, -0.0111119800513884, 0.0216588759818935, -0.0385661068130989, -0.0197841116842115, 0.0303642161657732, -0.0188297194542423, -0.0385691482303152, -0.0046949864694293]",0.5806018914081976,0.5348295562984938,0.15794016512970147
sob,[-0.0031323747825808],[0.0119124858380805],-1.0,,0.0
social,"[-0.1136725408723577, 0.0524466517963446, -0.0085827016591792, 0.0144480189774185, 0.0496968100778758, -0.0645495323988143, -0.0401387888123281]","[-0.0354758243259205, 0.0166024327441313, -0.0023875261781704, 0.0251385490597488, 0.018738631582762, -0.0670473961530622, -0.0211404781817451]",0.8477287873650965,0.8352149716671663,0.2326345816839019
socializing,[0.0142265341710299],[-0.0587723039260931],-1.0,,0.0
societies,[-0.0224471743276808],[-0.0418146379345888],1.0,,0.0
society,"[0.0669253612868487, 0.0071316072717309]","[0.0520700243013798, -0.0117057036266856]",0.9469168035031208,1.0,0.18599196500589185
sociological,[-0.0555895537952892],[-0.1058819834267884],1.0,,0.0
sociologist,"[0.2410172449890524, 0.1781015420565381]","[0.2543959338348207, -0.0368081805123486]",0.7108517460747596,1.0,0.4198739304824851
sociology,[0.0340105213496523],[0.0725405645661339],1.0,,0.0
sofas,[-0.1072594581200974],[-0.0904295743239604],1.0,,0.0
software,[-0.058010421525978],[0.0268564468446256],-1.0,,0.0
soldier,"[-0.0823779862839728, -0.2426160832401365]","[0.0109625138303525, -0.2775678646423977]",0.9334794013661505,1.0,0.0
soldiers,[0.0028591123409569],[-0.0297268557457225],-1.0,,0.0
soliciting,[0.2848626768682152],[0.0633042036993829],1.0,,0.0
somali,[0.3074872989673167],[0.3660541822497358],1.0,,0.0
some,"[-0.0439350788947194, -0.0086906468204688, -0.1008010306541109, -0.0125143490731716, -0.0345697050215676, -0.0638386508217081, -0.1131478465395048, -0.0105886086821556, -0.0356352183734998, -0.0222114197677001, -0.0666559096425771, 0.000109542888822]","[-0.005777898931424, 0.0186350481627561, -0.0391412815452331, -0.0278811358192976, -0.0263940211989588, -0.0847607854579283, 0.0177225455375808, -0.0185941703312197, -0.0342801269867215, 0.0264218079271181, 0.1313180936235192, 0.027196653502702]",0.023263062171837712,0.005706014030634821,0.31806459943675625
someone,"[0.1029375146608799, 0.1036313266959041, 0.0361466169997584]","[0.0524597403827693, -0.0144429787663987, -0.0308103082885002]",0.2964877320452875,0.6451578892306908,0.34071495625916165
something,"[0.0616533960492233, 0.1883987712208181]","[-0.0346018443279127, 0.1604638470287522]",0.8634890255240738,1.0,0.30683609165828496
sometimes,"[0.0661747453268617, 0.0265362155623734]","[-0.0062602699925104, 0.0420458796397598]",0.23144664083378905,-1.0,0.5934961658962011
somewhat,[-0.0084361380140762],[0.0308937749612973],-1.0,,0.0
son,"[0.0378938290232326, -0.0513949184678494, 0.0374582143267616, 0.0688198274001479, -0.000157015165314, -0.010762074845843, 0.0466545945964753]","[-0.0008654203239904, -0.0273076661732682, 0.0492971521956014, 0.0584494910984347, -0.0122770997305817, -0.0163435696329308, 0.0447564367763233]",0.8951785110691652,0.8761811130329643,0.15197987939134033
song,[-0.0341603010892868],[-0.0165183335819423],1.0,,0.0
sons,[0.0385942957364022],[0.0343783162615647],1.0,,0.0
soon,"[-0.0679210845846682, -0.021604104200378]","[-0.0644266195445528, -0.0188257507068468]",0.9997199390858563,1.0,0.0
sort,[0.0823472375050187],[0.1229638529142923],1.0,,0.0
sought,[0.019530507735908],[-0.0131419051887468],-1.0,,0.0
soul,"[0.0507430293073412, 0.0421999160898849]","[0.0111540069629865, -0.0008374861358325]",0.7188281339378878,1.0,0.4372558843121097
sounding,[0.0340792603092268],[-0.0116272958320243],-1.0,,0.0
source,[-0.0105458190082572],[0.0429148446995656],-1.0,,0.0
sources,[-0.0402907537427381],[-0.0025336812416911],1.0,,0.0
space,[-0.018983599205967],[0.0169182284416529],-1.0,,0.0
spaghetti,"[-0.0444125942303799, 0.0354535509832203, 0.0336696666199713]","[-0.1374077385912688, -0.3321570191560294, -0.2234688468981632]",-0.4720566625770823,-0.8413507751135448,0.6349319394446559
